C�digo,Fecha,Tipo confirmado,Direccion,Tipo clase de accidente,Tipo confirmado_1,Medio de reporte,Numero vehiculos,Tipo de vehiculos implicados,Qgis_ID,Qgis_Ciudad,Qgis_Pais,Qgis_result_num,Qgis_osm_id,Qgis_display_na,Qgis_category,Qgis_type,lat,lon
AI009529,21/07/2024,Con lesionado,CARRERA 28D & CALLE 70,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,AUTOMOVIL,7550,Cali,Colombia,0,117844829,"Carrera 28D, Los Comuneros II, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,tertiary,3.42271001,-76.49218969
AI010280,12/08/2024,Negativo,CARRERA 28D & CALLE 70,CHOQUE,NEGATIVO,AGENTE RADIO,3,AUTOMOVIL,7550,Cali,Colombia,0,117844829,"Carrera 28D, Los Comuneros II, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,tertiary,3.42271001,-76.49218969
AI012320,02/10/2024,Con lesionado,CALLE 27  & CARRERA 39,ATROPELLO,CON HERIDOS,CAT 127,1,BUSETA,8752,Cali,Colombia,0,351759930,"Carrera 39, Tequendama, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.422922914,-76.54367904
AI012728,13/10/2024,Con lesionado,CALLE -42  & CARRERA 39,CHOQUE,CON HERIDOS,REDES SOCIALES,2,MOTOCICLETA,9307,Cali,Colombia,0,351759930,"Carrera 39, Tequendama, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.422922914,-76.54367904
AI010991,31/08/2024,Negativo,CARRERA 39  & CALLE 42,CHOQUE,NEGATIVO,AGENTE CAD 123,2,AUTOMOVIL,8182,Cali,Colombia,0,351759930,"Carrera 39, Tequendama, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.422922914,-76.54367904
AI011138,03/09/2024,Con lesionado,CARRERA 39  & CALLE 42,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8182,Cali,Colombia,0,351759930,"Carrera 39, Tequendama, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.422922914,-76.54367904
AI011890,20/09/2024,Con lesionado,CARRERA 39  & CALLE 42,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,8182,Cali,Colombia,0,351759930,"Carrera 39, Tequendama, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.422922914,-76.54367904
AI008247,15/06/2024,Negativo,CALLE 14 CARRERA 42,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,7124,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI000001494,02/01/2024,Con lesionado,CALLE 26   CARRERA 42,CHOQUE,POSITIVO,AGENTE RADIO,2,BICICLETA,4805,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI008199,14/06/2024,Con lesionado,CALLE 26 CARRERA 42,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7106,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI011977,23/09/2024,Negativo,CALLE 4  & CARRERA 42,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,8604,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI010514,18/08/2024,Con lesionado,CALLE 5  & CARRERA 42,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,7969,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI012435,05/10/2024,Con lesionado,CALLE 5  & CARRERA 42,CHOQUE,CON HERIDOS,CAT 127,1,MOTOCICLETA,7969,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI010699,23/08/2024,Con lesionado,CALLE 9  & CARRERA 42,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,8040,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI013418,30/10/2024,Negativo,CALLE 9  & CARRERA 42,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,8040,Cali,Colombia,0,375277115,"Carrera 42, Urbanización Nueva Granada, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,tertiary,3.423105432,-76.55013659
AI008275,16/06/2024,Con lesionado,CALLE 23 CARRERA 46A,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7137,Cali,Colombia,0,388713376,"Carrera 46A, Lleras Camargo, Comuna 20, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,residential,3.423107028,-76.56319372
AI013412,30/10/2024,Con lesionado,CALLE 48  & CARRERA 32C,CHOQUE,CON HERIDOS,AGENTE CAD 123,2,MOTOCICLETA,9540,Cali,Colombia,0,36961274,"Carrera 32C, Primavera, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760013, Colombia",highway,residential,3.423129644,-76.50850492
AI010692,23/08/2024,Solo Da�os,CALLE 25  & CARRERA 170,CHOQUE,SOLO DA�OS,AGENTE CAD 123,1,AUTOMOVIL,8036,Cali,Colombia,0,443279076,"Carrera 32, La Gran Colombia, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760013, Colombia",highway,tertiary,3.4233446,-76.5056065
AI010643,21/08/2024,Con lesionado,CALLE 70  & CARRERA 28D,CHOQUE,CON HERIDOS,AGENTE CAD 123,1,AUTOMOVIL,8019,Cali,Colombia,0,184961498,"Carrera 28D, Los Comuneros II, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,tertiary,3.4235992,-76.4930074
AI010926,30/08/2024,Con lesionado,CALLE 70  & CARRERA 28D,VOLCAMIENTO,CON HERIDOS,CAT 127,1,MOTOCICLETA,8019,Cali,Colombia,0,184961498,"Carrera 28D, Los Comuneros II, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,tertiary,3.4235992,-76.4930074
AI013431,31/10/2024,Negativo,CALLE 83  & CARRERA 28D,CHOQUE,NEGATIVO,AGENTE RADIO,1,AUTOMOVIL,9552,Cali,Colombia,0,184961498,"Carrera 28D, Los Comuneros II, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,tertiary,3.4235992,-76.4930074
AI011344,08/09/2024,Con lesionado,CARRERA 56  & CALLE 20 OESTE,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,8332,Cali,Colombia,0,388713373,"Calle 20 Oeste, Lleras Camargo, Comuna 20, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760040, Colombia",highway,residential,3.423714606,-76.56320185
AI011235,06/09/2024,Con lesionado,CALLE 5B  & CARRERA 39,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,8290,Cali,Colombia,0,2135170216,"Parada MIO - Carrera 39 entre Calle 5B y 5A, Carrera 39, Nuevo San Fernando, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,bus_stop,3.4238657,-76.5451355
AI008843,02/07/2024,Negativo,CALLE 15 & CARRERA 34,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,7290,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI003841,29/02/2024,Con lesionado,CALLE 5 CARRERA 34,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5498,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI003984,02/03/2024,Negativo,CALLE 5 CARRERA 34,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,5498,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI007349,23/05/2024,Solo da�os,CALLE 5 CARRERA 34,CHOQUE,SOLO DA�OS,AGENTE CAD 123,1,AUTOMOVIL,5498,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI003078,11/02/2024,Con lesionado,CALLE 8 CARRERA 34,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5363,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI000001665,09/01/2024,Con lesionado,CALLE 83   CARRERA 34,CHOQUE,POSITIVO,AGENTE RADIO,1,MOTOCICLETA,4883,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI009156,10/07/2024,Con lesionado,CARRERA 34 & CALLE 5,ATROPELLO,CON HERIDOS,AGENTE RADIO,1,AUTOMOVIL,7407,Cali,Colombia,0,40812971,"Carrera 34, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.424009326,-76.53177052
AI010920,29/08/2024,Con lesionado,CALLE 10  & CARRERA 33,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,8146,Cali,Colombia,0,33042527,"Carrera 33, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,residential,3.424049403,-76.52630596
AI010100,05/08/2024,Con lesionado,CALLE 10 & CARRERA 33,VOLCAMIENTO,CON HERIDOS,AGENTE RADIO,1,MOTOCICLETA,7790,Cali,Colombia,0,33042527,"Carrera 33, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,residential,3.424049403,-76.52630596
AI002325,26/01/2024,Negativo,CARRERA 33 CALLE 10,CHOQUE,POSITIVO,CAT 127,2,MOTOCICLETA,5142,Cali,Colombia,0,33042527,"Carrera 33, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,residential,3.424049403,-76.52630596
AI005164,30/03/2024,Con fallecido,CARRERA 33 CALLE 10,CHOQUE,POSITIVO,AGENTE CAD 123,3,BUSETA,5142,Cali,Colombia,0,33042527,"Carrera 33, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,residential,3.424049403,-76.52630596
AI006342,28/04/2024,Solo Da�os,CALLE 10 CARRERA 34,CHOQUE,SOLO DA�OS,AGENTE CAD 123,1,AUTOMOVIL,6414,Cali,Colombia,0,462004102,"Carrera 34, Olímpico, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.4243195,-76.533189
AI006673,06/05/2024,Con lesionado,CALLE 10 CARRERA 34,CHOQUE,CON HERIDOS,CAT 127,1,AUTOMOVIL,6414,Cali,Colombia,0,462004102,"Carrera 34, Olímpico, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.4243195,-76.533189
AI000001390,30/12/2023,Negativo,CALLE 27   CARRERA 39,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,4776,Cali,Colombia,0,1240857988,"Carrera 39, Nuevo San Fernando, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.424365861,-76.54631882
AI010418,16/08/2024,Con lesionado,CALLE 42  & CARRERA 39,CHOQUE,CON HERIDOS,CAT 127,2,MOTOCICLETA,7934,Cali,Colombia,0,1240857988,"Carrera 39, Nuevo San Fernando, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.424365861,-76.54631882
AI006355,28/04/2024,Con lesionado,CARRERA 39 CALLE 27,CHOQUE,CON HERIDOS,AGENTE CAD 123,1,AUTOMOVIL,6419,Cali,Colombia,0,1240857988,"Carrera 39, Nuevo San Fernando, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,secondary,3.424365861,-76.54631882
AI000001289,27/12/2023,Con lesionado,CARRERA 150   CALLE 36,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,4719,Cali,Colombia,0,2165483093,"Parada MIO - Calle 70 entre Carrera 29 y 29A, Calle 36, San Pedro Claver, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760020, Colombia",highway,bus_stop,3.4244061,-76.5032478
AI012813,16/10/2024,Negativo,CALLE 25  & CARRERA 37,CHOQUE,NEGATIVO,AGENTE RADIO,2,MOTOCICLETA,9251,Cali,Colombia,0,32289812,"Carrera 37, Eucarístico, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 720025, Colombia",highway,residential,3.424467279,-76.53940929
AI000001425,31/12/2023,Negativo,CARRERA 28   CALLE 50,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,4782,Cali,Colombia,0,656382126,"Carrera 28, Rodrigo Lara Bonilla, Comuna 13, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760015, Colombia",highway,residential,3.42493,-76.490069
AI009599,23/07/2024,Solo Da�os,CALLE 27 & CARRERA 39,CHOQUE,SOLO DA�OS,CAT 127,2,AUTOMOVIL,7575,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI010194,09/08/2024,Con lesionado,CALLE 27 & CARRERA 39,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,7575,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI0001962,18/01/2024,Con lesionado,CALLE 27 CARRERA 39,CHOQUE,POSITIVO,AGENTE RADIO,2,MOTOCICLETA,5033,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI003089,11/02/2024,Negativo,CALLE 27 CARRERA 39,CHOQUE,POSITIVO,AGENTE RADIO,2,MOTOCICLETA,5033,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI0002089,20/01/2024,Negativo,CARRERA 39 CALLE 42,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,5054,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI007114,17/05/2024,Con lesionado,CARRERA 39 CALLE 42,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,5054,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
AI007506,27/05/2024,Con lesionado,CARRERA 39 CALLE 42,CHOQUE,CON HERIDOS,CAT 127,2,AUTOMOVIL,5054,Cali,Colombia,0,232566008,"Carrera 39, Santa Isabel, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",highway,tertiary,3.424950385,-76.5496791
440897,12/02/2023,Con lesionado,ESTACION DESEPAZ,Atropello,.,CAD 123,1,MOTOCICLETA,6152,Cali,Colombia,0,4164428989,"estacion policia desepaz, Calle 121, Ciudadela del Rio - CVC, Comuna 21, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760021, Colombia",amenity,police,3.4251288,-76.4655422
AI005820,14/04/2024,Solo Da�os,ESTACION DESEPAZ,CHOQUE,SOLO DA�OS,AGENTE CAD 123,1,AUTOMOVIL,6152,Cali,Colombia,0,4164428989,"estacion policia desepaz, Calle 121, Ciudadela del Rio - CVC, Comuna 21, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760021, Colombia",amenity,police,3.4251288,-76.4655422
98239,18/01/2016,Con lesionado,CLINICA NUESTRA,.,Choque con Lesionados,.,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
98883,22/01/2016,Con fallecido,CLINICA NUESTRA,.,Inspeccion a Cadaver,.,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
104284,24/02/2016,Con lesionado,CLINICA NUESTRA,ATROPELLO,Por Atropello,.,1,MOTOCICLETA,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
107455,14/03/2016,Con lesionado,CLINICA NUESTRA,CAIDA DE OCUPANTE,Por Caida de Ocupante,.,1,"""BUS ARTICULADO""",6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
117860,15/05/2016,Con lesionado,CLINICA NUESTRA,CAIDA DE OCUPANTE,Por Caida de Ocupante,.,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
121234,02/06/2016,Con lesionado,CLINICA NUESTRA,CAIDA DE OCUPANTE,Por Caida de Ocupante,.,1,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
395762,11/09/2021,Con fallecido,CLINICA NUESTRA,Choque,.,RADIO,2,BUS,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
403355,23/11/2021,Con lesionado,CLINICA NUESTRA,ATROPELLO,.,TELEF?NICO 127,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
444246,16/04/2023,Con lesionado,CLINICA NUESTRA,Choque,.,CAD 123,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
454584,27/10/2023,Con fallecido,CLINICA NUESTRA,.,.,CAD 123,2,AUTOMOVIL,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
AI005501,07/04/2024,Negativo,CLINICA NUESTRA,CHOQUE,NEGATIVO,CAT 127,1,BICICLETA,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
AI003527,21/02/2024,Solo Da�os,CLINICA NUESTRA,ATROPELLO,NEGATIVO,CAT 127,1,MOTOCICLETA,6014,Cali,Colombia,0,5488967701,"Clínica Nuestra, Calle 10, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",amenity,clinic,3.4251326,-76.5334955
AI010758,25/08/2024,Con lesionado,CALLE 14  & CARRERA 31A,CHOQUE,CON HERIDOS,CAT 127,2,CAMION,8071,Cali,Colombia,0,35140097,"Carrera 31A, La Fortaleza, Comuna 11, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760013, Colombia",highway,residential,3.4252794,-76.5118988
415905,01/04/2022,Negativo,EXITO SAN FERNANDO,Choque,Negativo,RADIO,2,AUTOMOVIL,2590,Cali,Colombia,0,6116597,"Almacenes Éxito, Calle 5, Nuevo San Fernando, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760042, Colombia",shop,department_store,3.4254302,-76.54534464
AI000001223,25/12/2023,Con fallecido (Foraneo),CALLE 29   CARRERA 33,CHOQUE,POSITIVO,AGENTE RADIO,2,CAMION,4702,Cali,Colombia,0,33043209,"Carrera 33, Colseguros, Comuna 19, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,residential,3.425511799,-76.53243526
AI011147,03/09/2024,Con lesionado,CALLE 10  & CARRERA 32,CHOQUE,CON HERIDOS,AGENTE RADIO,2,AUTOMOVIL,8245,Cali,Colombia,0,33042572,"Carrera 32, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425648224,-76.52469
AI011725,17/09/2024,Con lesionado,CALLE 10  & CARRERA 32,CHOQUE,CON HERIDOS,AGENTE RADIO,2,MOTOCICLETA,8245,Cali,Colombia,0,33042572,"Carrera 32, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425648224,-76.52469
AI011936,22/09/2024,Solo Da�os,CALLE 10  & CARRERA 32,CHOQUE,SOLO DA�OS,AGENTE RADIO,2,AUTOMOVIL,8245,Cali,Colombia,0,33042572,"Carrera 32, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425648224,-76.52469
AI012637,10/10/2024,Negativo,CALLE 10  & CARRERA 32,CHOQUE,NEGATIVO,CAT 127,2,AUTOMOVIL,8245,Cali,Colombia,0,33042572,"Carrera 32, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425648224,-76.52469
AI006700,06/05/2024,Negativo,CARRERA 32 CALLE 10,CHOQUE,NEGATIVO,AGENTE RADIO,2,AUTOMOVIL,6527,Cali,Colombia,0,33042572,"Carrera 32, Cristobal Colón, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425648224,-76.52469
AI010008,03/08/2024,Negativo,CALLE 10 & CARRERA 32,VOLCAMIENTO,NEGATIVO,AGENTE RADIO,1,MOTOCICLETA,7751,Cali,Colombia,0,356668470,"Carrera 32, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425900089,-76.53007965
AI002532,31/01/2024,Con lesionado,CALLE 10 CARRERA 32,CHOQUE,POSITIVO,CAT 127,2,AUTOMOVIL,5206,Cali,Colombia,0,356668470,"Carrera 32, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425900089,-76.53007965
AI004637,17/03/2024,Con lesionado,CALLE 10 CARRERA 32,CHOQUE,POSITIVO,AGENTE RADIO,2,AUTOMOVIL,5206,Cali,Colombia,0,356668470,"Carrera 32, Colseguros Andes, Comuna 10, Perímetro Urbano Santiago de Cali, Cali, Sur, Valle del Cauca, RAP Pacífico, 760041, Colombia",highway,tertiary,3.425900089,-76.53007965
